,week_T-0,FERARI__T-0,VPD__T-0,TSS__T-0,Cracking index__T-0,Acceptance_Score__T-0,Shattering(%)__T-0,FER_RG__T-0,weight__T-0,Rachis_Score__T-0,Firmness__T-0,berry weight__T-0
546,12,0.4055,0.09,20.6,1,5.0,0,3.196,636.54,0.0,2.0677568147314376,10.3
547,12,0.3162,0.09,19.2,1,5.0,0,2.051,691.64,0.0,1.8590883487795202,9.6
548,12,0.3689,0.09,18.0,1,5.0,0,3.247,711.42,0.0,1.8366304244271796,9.0
549,12,0.6925,0.09,19.2,1,5.0,0,3.275,497.08,0.0,1.6453942105069046,9.6
550,12,0.7153,0.09,18.7,1,5.0,0,2.333,693.57,0.0,1.7896246281195747,9.35
551,12,0.5682,0.09,19.0,1,5.0,0,3.646,483.44,0.0,1.6265930011997511,9.5
552,12,0.401,0.09,18.3,1,5.0,0,2.356,650.22,0.0,2.306314027140917,9.15
553,12,0.7023,0.09,18.6,1,5.0,0,4.047,658.26,0.0,2.4533461392181883,9.3
554,12,0.5137,0.09,18.5,1,5.0,0,2.338,610.88,0.0,1.864626109101996,9.25
555,12,0.4074,0.09,19.5,1,5.0,0,3.511,650.7,0.0,1.8421506221647572,9.75
556,12,0.4965,0.09,19.4,1,5.0,0,4.167,675.26,0.0,1.636629556295969,9.7
557,12,0.4191,0.09,14.4,1,5.0,0,2.824,501.32,0.0,1.6564909911230494,7.2
558,12,0.5863,0.09,18.8,1,4.5,0,2.572,629.55,0.0,1.813726965026361,9.4
559,12,0.6528,0.09,20.2,1,5.0,0,2.742,705.49,0.0,0.6960856576802933,10.1
560,3,0.2763,0.11,15.3,1,5.0,0,1.909,543.97,0.0,1.6390254626147565,7.65
561,3,0.1968,0.11,18.1,1,5.0,0,2.33,697.86,0.0,2.056075847080774,9.05
562,3,0.1693,0.11,17.1,1,5.0,0,1.691,664.29,0.0,1.9124628929792726,8.55
563,3,0.2245,0.11,16.9,1,5.0,0,1.817,638.91,0.0,1.3516988006352313,8.45
564,3,0.2133,0.11,15.5,1,5.0,0,1.741,660.96,0.0,1.687800458264244,7.75
565,3,0.3187,0.11,15.4,1,5.0,0,2.223,510.65,0.0,2.0560296297520937,7.7
566,3,0.217,0.11,15.1,1,5.0,0,1.624,668.14,0.0,2.143640122345079,7.55
567,3,0.1992,0.11,15.4,1,5.0,0,1.566,673.5,0.0,2.5193472576134037,7.7
568,3,0.3909,0.11,15.5,1,5.0,0,2.736,565.73,0.0,2.6014338550825173,7.75
569,3,0.2192,0.11,16.8,1,5.0,0,1.938,468.19,0.0,1.1908652698674436,8.4
570,3,0.2502,0.11,16.2,1,5.0,0,2.14,679.32,0.0,3.0426272477045595,8.1
571,3,0.1383,0.11,17.9,1,5.0,0,1.765,684.01,0.0,2.8538387035111943,8.95
572,3,0.0127,0.11,16.2,1,5.0,0,1.361,668.49,0.0,1.8034232737703706,8.1
573,3,0.1883,0.11,15.0,1,5.0,0,1.848,669.51,0.0,1.4234817068483552,7.5
574,3,0.0108,0.11,15.5,1,5.0,0,1.453,436.11,0.0,1.4313968865581463,7.75
575,3,0.1434,0.11,14.7,1,5.0,0,1.526,607.45,0.0,1.8211975340342477,7.35
576,3,0.1767,0.11,15.8,1,5.0,0,1.581,682.79,0.0,1.6639911392212912,7.9
577,3,0.1504,0.11,17.2,1,5.0,0,1.524,684.89,0.0,2.0868159167326272,8.6
578,3,0.2835,0.11,16.0,1,5.0,0,1.879,715.02,0.0,1.8441703194280867,8.0
579,3,0.1849,0.11,14.2,1,5.0,0,1.817,478.94,0.0,1.8239382216249906,7.1
580,3,0.2788,0.11,16.0,1,5.0,0,2.005,637.62,0.0,1.8167994930370284,8.0
581,3,0.3441,0.11,14.6,1,5.0,0,2.357,677.43,0.0,2.4113752586970176,7.3
582,3,0.1711,0.11,15.2,1,5.0,0,1.673,727.35,0.0,1.5790825116629572,7.6
583,3,0.2013,0.11,15.2,1,5.0,0,1.774,543.45,0.0,3.003750155165249,7.6
584,3,0.4075,0.11,17.2,1,5.0,0,2.576,425.61,0.0,1.940103628569824,8.6
585,3,0.3143,0.11,15.5,1,5.0,0,2.268,639.89,0.0,1.4990701479050161,7.75
586,3,0.4648,0.11,15.9,1,5.0,0,2.852,711.59,0.0,2.155573436610337,7.95
587,3,0.1126,0.11,16.8,1,5.0,0,1.696,526.6,0.0,1.2346173662359543,8.4
588,6,0.2566,0.097,15.3,1,5.0,0,1.928,558.09,0.0,2.8897098209931364,7.65
589,6,0.3108,0.097,16.0,1,4.5,0,2.087,568.66,0.0,2.436976885746193,8.0
590,6,0.259,0.097,15.7,1,5.0,0,1.97,656.31,0.0,1.7817464222727277,7.85
591,6,0.3417,0.097,15.4,1,5.0,0,1.824,689.45,0.0,1.7542498847476589,7.7
592,6,0.4901,0.097,14.1,1,5.0,0,3.111,675.55,0.0,1.9674180698198922,7.05
593,6,0.1968,0.097,16.4,1,4.5,0,1.607,589.72,0.0,1.9579398200541327,8.2
594,6,0.4946,0.097,14.6,1,5.0,0,2.567,659.77,0.0,2.105363855078613,7.3
595,6,0.2592,0.097,13.6,1,5.0,0,2.004,720.81,0.0,2.33242496915215,6.8
596,6,0.4391,0.097,14.8,1,5.0,0,3.346,485.42,0.0,2.097992191154102,7.4
597,6,0.1809,0.097,13.8,1,5.0,0,1.617,635.47,0.0,1.4276948785308528,6.9
598,6,0.1476,0.097,15.8,1,5.0,0,2.027,715.28,0.0,3.0743905690133952,7.9
599,6,0.2824,0.097,15.2,1,5.0,0,2.258,618.95,0.0,2.4354812929900977,7.6
600,6,0.3994,0.097,16.4,1,5.0,0,2.388,599.49,0.0,1.6958265595628683,8.2
601,6,0.3695,0.097,15.7,1,5.0,0,2.42,575.59,0.0,2.299984101804861,7.85
602,6,0.2075,0.097,16.0,1,5.0,0,2.039,621.22,0.0,2.3469972928850544,8.0
603,6,0.415,0.097,15.9,1,5.0,0,2.639,614.63,0.0,2.399429927926302,7.95
604,6,0.3041,0.097,16.8,1,5.0,0,2.128,661.38,0.0,1.984571169186306,8.4
605,6,0.3611,0.097,16.2,1,5.0,0,2.656,568.63,0.0,1.7305006482319905,8.1
606,6,0.2209,0.097,16.6,1,5.0,0,1.881,578.02,0.0,1.4845172354501575,8.3
607,6,0.3426,0.097,16.4,1,5.0,0,2.282,679.74,0.0,3.456861148160798,8.2
608,6,0.2822,0.097,15.9,1,5.0,0,1.842,478.95,0.0,1.4567323017941234,7.95
609,6,0.2326,0.097,16.3,1,5.0,0,2.014,569.96,0.0,2.057944875852606,8.15
610,6,0.3095,0.097,16.8,1,5.0,0,2.098,676.18,0.0,1.9761420527815894,8.4
611,6,0.164,0.097,15.0,1,5.0,0,1.72,513.53,0.0,1.6116074945484447,7.5
612,6,0.2325,0.097,17.6,1,5.0,0,1.851,563.54,0.0,1.4264682706276772,8.8
613,6,0.4033,0.097,16.2,1,5.0,0,2.328,686.23,0.0,2.3808496374502406,8.1
614,6,0.2339,0.097,16.8,1,5.0,0,2.226,540.43,0.0,2.436138503403932,8.4
615,6,0.2924,0.097,17.4,1,5.0,0,2.509,653.13,0.0,1.3029201075994497,8.7
616,9,0.0982,0.091,16.3,1,5.0,0,1.494,667.42,0.0,1.5767873591206927,8.15
617,9,0.288,0.091,15.4,1,5.0,0,1.856,686.7,0.0,1.592176805224665,7.7
618,9,0.2884,0.091,15.1,1,5.0,0,1.754,594.75,0.0,1.1876577872570295,7.55
619,9,0.1945,0.091,16.5,1,5.0,0,1.928,688.67,0.0,2.5317177878079784,8.25
620,9,0.2458,0.091,15.5,1,5.0,0,2.133,496.78,0.0,2.0420470391331498,7.75
621,9,0.4217,0.091,17.8,1,5.0,0,2.668,703.26,0.0,2.457289401701193,8.9
622,9,0.3061,0.091,16.4,1,5.0,0,2.484,653.86,0.0,1.7395703368122164,8.2
623,9,0.4233,0.091,16.3,1,5.0,0,3.353,623.52,0.0,1.7464983143813961,8.15
624,9,0.3255,0.091,16.7,1,5.0,0,2.109,643.48,0.0,1.8042662778454996,8.35
625,9,0.2554,0.091,14.3,1,5.0,0,2.154,688.26,0.0,2.261217006507809,7.15
626,9,0.2223,0.091,15.9,1,4.5,0,2.029,469.57,0.0,2.047236320797376,7.95
627,9,0.3052,0.091,16.3,1,5.0,0,2.978,676.79,0.0,3.1634337987954706,8.15
628,9,0.2158,0.091,15.5,1,5.0,0,2.39,649.29,0.0,2.325668920045661,7.75
629,9,0.1857,0.091,15.5,1,5.0,0,1.704,663.01,0.0,1.8576343516192373,7.75
630,9,0.1129,0.091,15.3,1,5.0,0,1.617,592.34,0.1,1.6941497948783464,7.65
631,9,0.0845,0.091,16.2,1,5.0,0,1.48,653.43,0.0,2.9268435958946255,8.1
632,9,0.2764,0.091,17.8,1,5.0,0,2.336,619.37,0.0,3.0495783339380798,8.9
633,9,0.343,0.091,16.3,1,5.0,0,2.291,511.06,0.1,2.4126258996111067,8.15
634,9,0.3658,0.091,14.8,1,5.0,0,2.275,669.81,0.0,2.5172221848406826,7.4
635,9,0.2903,0.091,16.6,1,5.0,0,2.176,670.03,0.0,2.4206316652851116,8.3
636,9,0.1766,0.091,17.3,1,5.0,0,2.025,608.32,0.0,1.9567732946782412,8.65
637,9,0.2876,0.091,14.3,1,5.0,0,1.843,624.71,0.0,3.2272257288797674,7.15
638,9,0.3354,0.091,13.2,1,5.0,0,2.974,679.68,0.0,1.9222628153526473,6.6
639,9,0.4113,0.091,16.1,1,5.0,0,2.962,493.41,0.0,1.5906775150822754,8.05
640,9,0.149,0.091,16.8,1,5.0,0,1.901,649.61,0.0,2.267744742010618,8.4
641,9,0.4064,0.091,17.2,1,5.0,0,2.823,666.84,0.0,2.0450400733384875,8.6
642,9,0.4002,0.091,17.5,1,5.0,0,3.054,701.07,0.0,2.3255644688828436,8.75
643,9,0.1825,0.091,17.8,1,5.0,0,1.639,694.19,0.0,1.5074511982879049,8.9
644,12,0.3749,0.09,17.9,1,5.0,0,2.581,701.49,0.0,1.8535505884570442,8.95
645,12,0.0156,0.09,18.6,1,5.0,0,1.601,693.93,0.0,1.5800382860200661,9.3
646,12,0.2518,0.09,16.5,1,5.0,0,2.213,615.6,0.0,2.4192368263055393,8.25
647,12,0.1456,0.09,16.6,1,5.0,0,1.814,704.04,0.0,1.8584976913189857,8.3
648,12,0.301,0.09,16.7,1,5.0,0,2.982,669.64,0.0,2.863499973898528,8.35
649,12,0.2191,0.09,16.3,1,5.0,0,2.173,643.23,0.0,2.5371612647799457,8.15
650,12,0.5933,0.09,16.8,1,5.0,0,4.028,580.69,0.2,2.308073983017064,8.4
651,12,0.3963,0.09,17.2,1,5.0,0,2.732,680.74,0.0,1.6139636539645674,8.6
652,12,0.2122,0.09,16.0,1,5.0,0,1.785,701.03,0.0,1.277562508045706,8.0
653,12,-0.0257,0.09,16.7,1,5.0,0,1.541,675.85,0.0,1.6210108722417422,8.35
654,12,0.2449,0.09,17.6,1,5.0,0,2.22,696.54,0.0,1.8646316551814375,8.8
655,12,0.3076,0.09,14.4,1,5.0,0,1.965,693.27,0.0,2.434809293031086,7.2
656,12,0.1563,0.09,15.9,1,5.0,0,2.017,691.76,0.0,2.9003388822430365,7.95
657,12,0.2463,0.09,16.5,1,5.0,0,2.188,657.69,0.0,3.1562867510883463,8.25
658,12,0.3236,0.09,14.9,1,5.0,0,1.972,685.12,0.0,1.2258841398085212,7.45
659,12,0.2303,0.09,15.7,1,5.0,0,2.016,628.6,0.0,2.092337963163352,7.85
660,12,0.042,0.09,15.6,1,5.0,0,1.412,678.58,0.0,2.9918186895931385,7.8
661,12,0.2269,0.09,15.2,1,5.0,0,1.697,701.31,0.0,2.168505969521664,7.6
662,12,0.2316,0.09,13.8,1,5.0,0,1.894,648.95,0.0,1.715792445552766,6.9
663,12,0.2789,0.09,13.1,1,5.0,0,1.887,659.11,0.0,2.2385566502558496,6.55
664,12,0.2093,0.09,14.6,1,5.0,0,1.88,716.92,0.0,2.0097291098801504,7.3
665,12,0.2403,0.09,14.4,1,5.0,0,1.53,674.82,0.1,1.8134136115379085,7.2
666,12,0.3372,0.09,14.8,1,5.0,0,2.579,695.05,0.0,1.7246902056703006,7.4
667,12,0.2699,0.09,15.8,1,5.0,0,1.915,635.88,0.1,1.1111579404787928,7.9
668,12,0.2781,0.09,15.3,1,5.0,0,2.164,672.29,0.0,1.7947242481661614,7.65
669,12,0.2925,0.09,15.3,1,5.0,0,2.265,655.03,0.2,1.5128955996064466,7.65
670,12,0.4921,0.09,14.3,1,5.0,0,2.401,663.45,0.0,2.783692815079928,7.15
671,12,0.1776,0.09,16.0,1,5.0,0,1.545,674.69,0.0,1.8951582007747878,8.0
